wavelength fstar fdust
14.411635970006104 0.08725169010636401 0.0003449787909286998
13.76615914776941 0.09555099364282767 0.00026686011668636045
13.149592320824834 0.10462119334604919 0.00020749385567901948
12.560640651311457 0.11432423196813814 0.000159177636629433
11.998067295327491 0.12528158919573237 0.00012037576653738284
11.460690805462772 0.13692744347369765 9.000257223198857e-05
10.947382649668139 0.1500006850340519 6.663770447451791e-05
10.457064841251135 0.16397412926623903 4.8767504706167256e-05
9.988707675020894 0.17938506833940351 3.506870728813198e-05
9.54132756482782 0.19617616334229193 2.4575790674955347e-05
9.113984977956898 0.2145995845178273 1.653575002917048e-05
8.705782462036556 0.23415557112884372 1.0896126755099266e-05
8.31586276031951 0.25619171678929364 6.995566983335587e-06
7.943407011377549 0.2800370510282119 4.219289920982558e-06
7.587633029429371 0.3043485314762919 2.4763626665588435e-06
7.24779366169018 0.3340241885078948 1.5270784454628478e-06
6.9231752192932445 0.36470801513433904 9.789306782071266e-07
6.613095978488257 0.39821052540365737 6.216260037863674e-07
6.316904748968942 0.43462597044786855 3.820634755683991e-07
6.033979506323182 0.4733008316600453 2.2642649574379272e-07
5.763726085733819 0.5176580476201426 1.297937970430241e-07
5.505576934186756 0.5630260074641692 7.208504041352236e-08
5.258989918565858 0.6145861487076408 3.876743453847346e-08
5.023447187131651 0.6691643697508922 2.0160864490188724e-08
4.798454081992718 0.7299505873900355 1.0120949759878798e-08
4.583538100286024 0.7908007314596351 4.894684457078888e-09
4.378247901884476 0.8647101297714446 2.2734996997741966e-09
4.182152361547862 0.9422480709438578 1.0115993795309876e-09
3.9948396635266348 1.0193045453732064 4.2953903333287893e-10
3.81591643671707 1.1101925912145314 1.7377650175829312e-10
3.645006928551644 1.2113885853534654 6.690507486153632e-11
3.4817522158896743 1.3222344172664984 2.4480764710095476e-11
3.325809451251057 1.4291346745481093 8.488505790663407e-12
3.176851142810146 1.566189836121272 2.7796106979520774e-12
3.034564466637653 1.691199290693289 8.571226237146516e-13
2.898650609746302 1.8377210456148845 2.484497306273734e-13
2.7688241425605145 1.9931363639991426 6.756707618073339e-14
2.6448124194923057 2.123424874926475 1.7196634048990514e-14
2.5263550063645352 2.3077608009874506 4.076596846464178e-15
2.413203133479055 2.5137115982970855 8.96370469043408e-16
2.3051191731811707 2.7409416965435227 1.8252979323974003e-16
2.201876140823254 2.9256214866995545 3.432376255102659e-17
2.1032572180794795 3.18279045283699 5.928055374645688e-18
2.0090552976106437 3.449509785138003 9.359021164024603e-19
1.919072548122768 3.6233823574797936 1.3483856471655438e-19
1.833119998906148 3.89642964798218 1.7643850303424762e-20
1.75101714298229 4.210630052909736 2.0839775602986386e-21
1.6725915580253514 4.500639112088537 2.2150767081245357e-22
1.5976785442619552 4.7071954223007 2.108058247670482e-23
1.5261207785889768 4.968488753429275 1.786060819986279e-24
1.4577679841829032 5.2708562818198805 1.3405478045358726e-25
1.3924766149069143 5.581741045338879 8.861260451338183e-27
1.3301095538529397 5.837961645052157 5.128161886704197e-28
1.2705358253855743 5.953149738021127 2.5827569592472903e-29
1.213630320083152 6.2454425357544245 1.1252253124759473e-30
1.1592735319983192 6.43788305969932 4.2110800403176737e-32
1.107351307686329 6.611700415344716 1.3443617023445356e-33
1.0577546064740158 6.8619798973804835 3.632592223792982e-35
1.0103792714659676 7.1011932106572395 8.244827306226085e-37
0.9651258108070243 7.287892014252734 1.559892680278835e-38
0.9218991887417111 7.353539752412496 2.4378205850838216e-40
0.880608626031824 7.337969092805206 3.120242287290628e-42
0.8411674093130393 7.365860382647516 3.239365796777146e-44
0.8034927089901566 7.736988059148248 2.7019962909707962e-46
0.7675054052885699 7.855476090028446 1.7914729581089052e-48
0.7331299220966404 7.972565863888476 9.346846633065077e-51
0.700294068250036 8.115269603447647 3.7951060330523286e-53
0.6689288859247259 8.00199713319756 1.1843822826027293e-55
0.6389685058202288 8.043236120803643 2.8091140279341307e-58
0.6103500088290091 8.135072714389466 4.9940328508854024e-61
0.5830132939015006 8.156902023774213 6.573310362695182e-64
0.5569009518292675 7.828175254415024 6.310482242238944e-67
0.5319581446812465 7.403845433555868 4.355911211425376e-70
0.508132490639859 7.208740160146732 2.1287997503752665e-73
0.4853739539951608 6.875486973784429 7.12152915256947e-77
0.46363474006599276 6.88719089596739 1.6617562183910778e-80
0.44286919482746606 6.107851646336968 2.606699705188628e-84
0.4230337090339933 5.6417491159014554 2.70304154255939e-88
0.4040866266365083 4.693974597480272 1.815204218700796e-92
0.385988157301554 3.3228362866976244 7.74062769024381e-97
0.36870029284851513 2.1630422635841837 2.0513892492855386e-101
0.3521867274295086 1.8184284965623265 3.3043282921738594e-106
0.336412781284306 1.6150705763462523 3.160952669039358e-111
0.32134532791016207 1.353728184194218 1.7522154424796236e-116
0.30695272449360683 1.1959955153623836 5.487155641663e-122
